LyricsWiki-Page,Artist,Title,Spotify-ID,Spotify-explicit,Explicit,Strong language,Substance abuse,Sexual reference,References to violence,Discriminatory language
Tree63:But Now My Eyes Are Open,Tree63,But Now My Eyes Are Open,6ICXOaejTc6ZDXYBKWBdeK,0,0,0,0,0,0,0
The Human League:Circus Of Death (Fast Version),The Human League,Circus Of Death (Fast Version),0aQo4LzXREdV32e48okagh,0,1,0,1,0,1,0
Kasey Chambers:Dustbowl,Kasey Chambers,Dustbowl,5mCeZ8n1I4VqfQttMT7sVv,0,0,0,0,0,0,0
Pop Etc:Running In Circles,Pop Etc,Running In Circles,7xSQQkKB4haj3U0iuEG2cI,0,0,0,0,0,0,0
Bob Marley & The Wailers:Natural Mystic,Bob Marley & The Wailers,Natural Mystic,76O0RqUHIKG7jq3LwBTUgS,0,0,0,0,0,0,0
Toto:It's A Feeling,Toto,It's A Feeling,2mLgGFWNJQAYHRgNLg7C23,0,0,0,0,0,0,0
Dirty Penny:La Poutine,Dirty Penny,La Poutine,5AGBddo8VsXbQYTzP3dWOb,0,0,0,0,0,0,0
Godley & Creme:Airforce One,Godley & Creme,Airforce One,4AMX4OCYAfBfXoFuDlA6QM,0,0,0,0,0,0,0
Neil Diamond:Scotch On The Rocks,Neil Diamond,Scotch On The Rocks,0CMUAQvI8JvjCPszhFITqe,0,0,0,0,0,0,0
Joe Bonamassa:No Love On The Street,Joe Bonamassa,No Love On The Street,3qkpOQAkyiqZexSLJZefLj,0,0,0,0,0,0,0
The Allman Brothers Band:Rockin' Horse,The Allman Brothers Band,Rockin' Horse,32uISGyZ72WzteXhx28rqL,0,1,0,0,0,1,0
Endeavor:Kill Traitors,Endeavor,Kill Traitors,3YFGFN85FM3l74KxsYrXwM,0,0,0,0,0,0,0
Johnny Rivers:I Should Have Known Better,Johnny Rivers,I Should Have Known Better,39tuAzx9h6ruoCS6QT0nhu,0,0,0,0,0,0,0
Perry Como:The Songs I Love,Perry Como,The Songs I Love,0KEATCiI1FyhzU3ZBuGvyf,0,0,0,0,0,0,0
"The Youngbloods:I'm A Hog For You, Baby",The Youngbloods,"I'm A Hog For You, Baby",3pdb6hCEvnNqVaRFb3o5DJ,0,0,0,0,0,0,0
No Angels:Soft Place To Fall (Nadja's Song),No Angels,Soft Place To Fall (Nadja's Song),3fOJGLpCrBLYs2Ga3cVONk,0,0,0,0,0,0,0
Run River North:Pretender,Run River North,Pretender,0s4OhFKEPCbxz7Ooh38ZP1,0,1,1,0,0,0,0
Elysian Fields:Karen 25,Elysian Fields,Karen 25,0tSNvDL7KRS3a8LQfqiRgE,0,0,0,0,0,0,0
Gideon:Machines,Gideon,Machines,4IClLO6yicHO6JzuD91O89,0,0,0,0,0,0,0
Everybody Else:Best Friend,Everybody Else,Best Friend,2D3UPVlfxs0Egs2HdRYXjb,0,0,0,0,0,0,0
Cracker:Waited My Whole Life,Cracker,Waited My Whole Life,0QiM23w1Vy4DGQnBaa362n,0,0,0,0,0,0,0
Eddy Arnold:Don't Laugh At My Love,Eddy Arnold,Don't Laugh At My Love,4CMfs7zZ1xCfHgWJ0EVzzP,0,0,0,0,0,0,0
Shiny Toy Guns:Frozen Oceans,Shiny Toy Guns,Frozen Oceans,2w8t98T8hgOKwAPs1ZqY85,0,0,0,0,0,0,0
The Waterboys:Something Fantastic,The Waterboys,Something Fantastic,2lkOKsutlF0NR9NpXEx2D3,0,0,0,0,0,0,0
Warpaint:Son,Warpaint,Son,3m0bQBS6va5qNFLeHGHdem,0,0,0,0,0,0,0
American Bang:Roll On,American Bang,Roll On,4NnArQkQlCDvBKxZ3eM751,0,0,0,0,0,0,0
Richard Clapton:Girls On The Avenue,Richard Clapton,Girls On The Avenue,141mETXDt89XRaa9AUkQiu,0,0,0,0,0,0,0
The Zombies:Look For A Better Way,The Zombies,Look For A Better Way,7B7HDmQrWPkXbINW4g6EZL,0,0,0,0,0,0,0
Annie Ross:I've Told Every Little Star,Annie Ross,I've Told Every Little Star,6BRxLV52wWGlElb2WghYSX,0,0,0,0,0,0,0
Seven Nations:The King Of Oblivion,Seven Nations,The King Of Oblivion,15BtWQj4RuTlVCC31oGpL0,0,0,0,0,0,0,0
The Hollies:Mad Professor Blyth,The Hollies,Mad Professor Blyth,59hHNVYQ3E3CStbh14mtDp,0,0,0,0,0,0,0
Wolfsheim:Anybody's Window,Wolfsheim,Anybody's Window,51wHS9Y7BqojQpCumeGxhF,0,0,0,0,0,0,0
Odds:Heterosexual Man,Odds,Heterosexual Man,1TtyxjH4h3PPlMf59XWnqJ,0,0,0,0,0,0,0
54-40:Love Rush,54-40,Love Rush,68McKcD3hIdgPdl96uCii4,0,0,0,0,0,0,0
Pearl Jam:Just Breathe,Pearl Jam,Just Breathe,2m2dgHoAEZUkmxamsOwyQg,0,0,0,0,0,0,0
Officium Triste:This Is Goodbye,Officium Triste,This Is Goodbye,7AXk6Cs4vEJDruFIotwcj3,0,0,0,0,0,0,0
Dan Parsons:Firestarter,Dan Parsons,Firestarter,0qNLnKkFhJBc4ofJRZQBS8,0,0,0,0,0,0,0
Benjamin Baker:Frozen Tears,Benjamin Baker,Frozen Tears,3jrif7Qc4eAiIb1bvyRyZP,0,1,0,1,0,0,0
Trelleborg:Sudden Arise,Trelleborg,Sudden Arise,1TT2p29PLSc6hDXogW5xTp,0,0,0,0,0,0,0
Nik Kershaw:Hello World,Nik Kershaw,Hello World,3aTdVdprh829lKcIx5yECY,0,0,0,0,0,0,0
Petra:It Is Finished,Petra,It Is Finished,3LtGnf8EEPGZ44BdN1dbkY,0,0,0,0,0,0,0
With Passion:Pale Horse's Ride,With Passion,Pale Horse's Ride,4piq6HaKxscYksgUQLQQxM,0,0,0,0,0,0,0
Miike Snow:Billie Holiday,Miike Snow,Billie Holiday,739hlYRzu3BRmLgfpYQKiS,0,0,0,0,0,0,0
The Dukes Of Stratosphear:Have You Seen Jackie?,The Dukes Of Stratosphear,Have You Seen Jackie?,2Z0IA5xg8AtCWwLTUHrZrO,0,0,0,0,0,0,0
Lorrie Morgan:Gonna Leave The Light On,Lorrie Morgan,Gonna Leave The Light On,3RasZdmjNnziDZqIpWMXcj,0,0,0,0,0,0,0
Television Personalities:None Of This Will Matter When You're Dead,Television Personalities,None Of This Will Matter When You're Dead,2cjkb7wFlEbW3Q2sWz6vSv,0,0,0,0,0,0,0
Badly Drawn Boy:One Last Dance,Badly Drawn Boy,One Last Dance,0xx8oBnuQ4wMhJo4YWKaPj,0,0,0,0,0,0,0
Ween:The Fruit Man,Ween,The Fruit Man,2XXcZYAqgw9EL7G7sbkN7I,0,0,0,0,0,0,0
Shaman's Harvest:Turn It Up,Shaman's Harvest,Turn It Up,55Z7d40p6AxQGYZI8hQRsZ,0,0,0,0,0,0,0
Willie Nelson:Broken Promises,Willie Nelson,Broken Promises,1zuOmrCPDghJCnkzS7k89A,0,0,0,0,0,0,0
Odetta:Blowin' In The Wind,Odetta,Blowin' In The Wind,3OdeDpJjyhNP8AfAtyXxeM,0,1,0,0,0,1,0
Example:Changed The Way You Kiss Me,Example,Changed The Way You Kiss Me,4RheVoHn5WaXjn5pD3tvbR,0,0,0,0,0,0,0
Elan:Shy,Elan,Shy,18rzYRirC9SDC6UdC029Vl,0,0,0,0,0,0,0
Saviour Machine:Gog,Saviour Machine,Gog,6zfpuzsOMhdH70A0pfpBet,0,0,0,0,0,0,0
Creedence Clearwater Revival:Keep On Chooglin',Creedence Clearwater Revival,Keep On Chooglin',5IxWpMxgs2dWVbcKGedAt3,0,0,0,0,0,0,0
Crystal Springs Ramblers:Fort Worth Stomp,Crystal Springs Ramblers,Fort Worth Stomp,5a83EfIAUHpk9S8R7rpi5X,0,0,0,0,0,0,0
Seventh Avenue:Domination Of Sin,Seventh Avenue,Domination Of Sin,61HvhkYMME5PVaqCHnhQ2x,0,1,0,0,0,1,0
Sharon Van Etten:Keep,Sharon Van Etten,Keep,1GclvMxqIVU3UVSt1DoocC,0,0,0,0,0,0,0
Barbara Lewis:Spend A Little Time,Barbara Lewis,Spend A Little Time,3CRRZmNOylZvML2GsKTCeo,0,0,0,0,0,0,0
Wire:Indirect Enquiries,Wire,Indirect Enquiries,7xgNcXNSXR6baGEyjh3ZR8,0,0,0,0,0,0,0
"Defiance, Ohio:Grandma Song","Defiance, Ohio",Grandma Song,2YglzZmqZoRdNbKH6yUHi0,0,0,0,0,0,0,0
The Used:Find A Way,The Used,Find A Way,22DDx0czLAkHrlkdHXCj90,0,0,0,0,0,0,0
Audra:There Are No Snakes In Heaven,Audra,There Are No Snakes In Heaven,3rr8kClIRvQ5gDQ9SStNBR,0,0,0,0,0,0,0
Lily & Madeleine:Can't Admit It,Lily & Madeleine,Can't Admit It,2o0yVpE09kPFTdtgeSjnMQ,0,0,0,0,0,0,0
Joanie Sommers:I Feel Pretty,Joanie Sommers,I Feel Pretty,7lPBKSHX7GUuSUR7WI1K0M,0,0,0,0,0,0,0
Billy Joe Shaver:That's Why The Man In Black Sings The Blues,Billy Joe Shaver,That's Why The Man In Black Sings The Blues,0XWZaOPPB3mGsLyltiWh7V,0,1,1,0,0,1,0
Owl City:Galaxies,Owl City,Galaxies,03M1LJKDmsBsUpT8YbGtJr,0,0,0,0,0,0,0
TesseracT:Juno,TesseracT,Juno,1xj9Mdr9jtBpRA6WqqMYbn,0,0,0,0,0,0,0
The Borrowers:Nervous Heart,The Borrowers,Nervous Heart,22hJDiGf98bKDQrSQ5ARxg,0,0,0,0,0,0,0
The Alan Parsons Project:I'd Rather Be A Man,The Alan Parsons Project,I'd Rather Be A Man,7DO25cjWlLr7bKfLLhi5L4,0,0,0,0,0,0,0
Selena Gomez:I Like It That Way,Selena Gomez,I Like It That Way,3apUJ0C9nrq86h0a5d0ZV4,0,0,0,0,0,0,0
Sing-Sing:Lover,Sing-Sing,Lover,6BTfpGHbyY3EdkRwd0tqUk,0,0,0,0,0,0,0
Bonfire:You Are All,Bonfire,You Are All,69bPvuyjtwUp8dUxGg5rIr,0,0,0,0,0,0,0
Jon Allen:Lucky I Guess,Jon Allen,Lucky I Guess,1DvHSOQIj0qZJXFEAXDbz3,0,0,0,0,0,0,0
Caedmon's Call:Family,Caedmon's Call,Family,35185jJNBh7rJTSdCmvkdS,0,0,0,0,0,0,0
The Wind Whistles:River,The Wind Whistles,River,5spye6cEUajWlpRzgRWCoI,0,0,0,0,0,0,0
Stephen Malkmus:Leisurely Poison,Stephen Malkmus,Leisurely Poison,6wOBx6GmeAXBBqC5i2twKk,0,0,0,0,0,0,0
Ray Davies:One More Time,Ray Davies,One More Time,0VCvB4vo6xOkN2h21f42et,0,0,0,0,0,0,0
Gladys Knight & The Pips:Letter Full Of Tears,Gladys Knight & The Pips,Letter Full Of Tears,57aW073RTaNmyiwCpSZHmF,0,0,0,0,0,0,0
Dot Hacker:Discotheque,Dot Hacker,Discotheque,6zX8naaDaXcrmcy8cqq99W,0,0,0,0,0,0,0
The Mayfield Four:Forfeit,The Mayfield Four,Forfeit,6qz8oGveFuqzvH7t3No3s7,0,0,0,0,0,0,0
Juluka:December African Rain,Juluka,December African Rain,4lmXRHG3Ntjf0McVmz1ALk,0,0,0,0,0,0,0
Homeshake:Every Single Thing,Homeshake,Every Single Thing,7yZTPEXSUqWw7sEYKKDv2N,0,0,0,0,0,0,0
The Benjamins:Clover,The Benjamins,Clover,6FPgAJ0db7JtmYZLDh5HIb,0,0,0,0,0,0,0
The Black Heart Procession:We Always Knew,The Black Heart Procession,We Always Knew,5kGKnYnY9ZTp2LpdjK6D9g,0,0,0,0,0,0,0
Hughes Turner Project:Missed Your Name,Hughes Turner Project,Missed Your Name,0PlxFMoz3WW6CGP9T5TSFh,0,0,0,0,0,0,0
Front Line Assembly:Sado-Masochist,Front Line Assembly,Sado-Masochist,1qGujmlZ9oiXmEVTdURRfB,0,0,0,0,0,0,0
Harsh Reaction:The Power Regime,Harsh Reaction,The Power Regime,7L0lYRBBRgHxNub2h7bpGj,0,0,0,0,0,0,0
Enshadowed:Suicidal Lunacy,Enshadowed,Suicidal Lunacy,7fnR6tEpTgvbgEAuZzwadh,0,1,0,0,0,1,0
Robyn Hitchcock:Sometimes I Wish I Was A Pretty Girl,Robyn Hitchcock,Sometimes I Wish I Was A Pretty Girl,7c9z2ZLt0EFOkgptPTrHCg,0,0,0,0,0,0,0
"Anchor & Braille:Forget Love, I Just Want You To Make Sense To Me Tonight",Anchor & Braille,"Forget Love, I Just Want You To Make Sense To Me Tonight",3iUZ4eT5W3nnYhh6JRqQu3,0,0,0,0,0,0,0
Jon Walker:Side Of Me,Jon Walker,Side Of Me,6JvdRZte8roR4HRSsxhHeB,0,0,0,0,0,0,0
Stars Hide Fire:Eye For An Eye,Stars Hide Fire,Eye For An Eye,0rqoJ1xVFyV6ac9KLJ3jZE,0,0,0,0,0,0,0
"Hank Williams, Jr.:Tennessee River","Hank Williams, Jr.",Tennessee River,2P7XI1YiugQ2mm39eFzphz,0,0,0,0,0,0,0
The Moody Blues:Talking Out Of Turn,The Moody Blues,Talking Out Of Turn,49pBNpOAEnAMqiHfslvD7I,0,0,0,0,0,0,0
Eagles:Too Many Hands,Eagles,Too Many Hands,0XvkP2vEx53dg16oLeILG2,0,0,0,0,0,0,0
Labyrinth:Love,Labyrinth,Love,4uiGt02sPL6OjSIkfIPvar,0,0,0,0,0,0,0
The Tea Party:Babylon,The Tea Party,Babylon,3U6wz5A7SZcvJGqp9eVIx0,0,0,0,0,0,0,0
Michael Crawford:Only You,Michael Crawford,Only You,59nMDZwDybTNELnmf0i44A,0,0,0,0,0,0,0
Billy Joel:Honky Tonk Women,Billy Joel,Honky Tonk Women,2XF83HUmqyAiVzdv1ZwKBQ,0,0,0,0,0,0,0
Herman Düne:The Right Path Lays Open Before Me,Herman Düne,The Right Path Lays Open Before Me,18Yl8nHem3LdOXThEWrZem,0,0,0,0,0,0,0
Mission Of Burma:Academy Fight Song,Mission Of Burma,Academy Fight Song,3OFT1tmMuYtIuuVH4612yp,0,0,0,0,0,0,0
L.A. Guns:Don't Fear The Reaper,L.A. Guns,Don't Fear The Reaper,3qdgppVSRfSIOPECOALEnD,0,0,0,0,0,0,0
Little Jimmy Dickens:Before I Met You,Little Jimmy Dickens,Before I Met You,6QZtcAnS2sfOgYfF4waCO7,0,0,0,0,0,0,0
Peabo Bryson:Split Decision,Peabo Bryson,Split Decision,2tmNJhPiRlRUk5XrjfqIdB,0,0,0,0,0,0,0
Willie Nelson & Wynton Marsalis:My Bucket's Got A Hole In It,Willie Nelson & Wynton Marsalis,My Bucket's Got A Hole In It,1fnYYw9UdQUEI0DROX1Y77,0,0,0,0,0,0,0
Ad Hominem:Chambers Of Hate,Ad Hominem,Chambers Of Hate,3RQTGWaXBhCWGE18tNBttv,0,1,0,0,0,1,0
The Poodles:Leaving The Past To Pass,The Poodles,Leaving The Past To Pass,2gI8FXfVTJ5FoQQnFZr3zG,0,0,0,0,0,0,0
P.O.D.:Guitarras De Amor,P.O.D.,Guitarras De Amor,1gbysOwWAw0nZBWV0Ov7bL,0,0,0,0,0,0,0
Tom Verlaine:True Story,Tom Verlaine,True Story,6JTdmBGq0KZSQHgzTMv749,0,0,0,0,0,0,0
Sita:Red Guitar,Sita,Red Guitar,2uTnIb4Kpg5IAE70VlWBSx,0,0,0,0,0,0,0
Michelle McManus:Feeling Good,Michelle McManus,Feeling Good,0oWUJKAZzZwv1a39bi0yNV,0,0,0,0,0,0,0
Yello:Time Palace,Yello,Time Palace,6xXlJTTw8LF0yEuOS9quiQ,0,0,0,0,0,0,0
Rick Springfield:For No One,Rick Springfield,For No One,4QSpjtsblioJusxQG2JmGC,0,0,0,0,0,0,0
The Motels:New York Times,The Motels,New York Times,2OI4huzLsiGkOWSIDbvgtj,0,0,0,0,0,0,0
Lucius:Born Again Teen,Lucius,Born Again Teen,6xIQ48bAF60lW4LuGOU0UR,0,0,0,0,0,0,0
Orbita Wiru:Choose Like Zinedine Zidane,Orbita Wiru,Choose Like Zinedine Zidane,7D5hIBeOcaxVF7TOMeH30V,0,0,0,0,0,0,0
The Jackson 5:True Love Can Be Beautiful,The Jackson 5,True Love Can Be Beautiful,1oRkfr2O8BhsKslx9aG0Q3,0,0,0,0,0,0,0
Dave Brock:Heads,Dave Brock,Heads,4yCFAk9COC2A1CoesCPjln,0,0,0,0,0,0,0
Vivian Girls:The Other Girls,Vivian Girls,The Other Girls,4IL0GykPfuuPz7ax1jlYuy,0,0,0,0,0,0,0
Toad The Wet Sprocket:All Things In Time,Toad The Wet Sprocket,All Things In Time,2qRIGAhvTyo88krTeeXVrZ,0,0,0,0,0,0,0
Anni B Sweet:Good Bye Child,Anni B Sweet,Good Bye Child,49r1xKdo5QfKfZH2HbWMi5,0,0,0,0,0,0,0
Jimmy LaFave:I Walk Along With You,Jimmy LaFave,I Walk Along With You,0nUo6zc7CElWoJsQuuwaDR,0,0,0,0,0,0,0
Will Hoge:All Night Long,Will Hoge,All Night Long,7gDLRn9FCK7n64zvCC9P9R,0,0,0,0,0,0,0
DJ Antoine:Sky Is The Limit,DJ Antoine,Sky Is The Limit,7Deq80tCb6QBanByhgTDpp,0,0,0,0,0,0,0
Animal Collective:Fickle Cycle,Animal Collective,Fickle Cycle,0wkKZ3b6YGgufBVeaBMqiy,0,0,0,0,0,0,0
Robin Thicke:Teach U A Lesson,Robin Thicke,Teach U A Lesson,2o0QvvMoiq2zIQ1wWhqio9,0,0,0,0,0,0,0
Serena Ryder:Is It O.K.,Serena Ryder,Is It O.K.,1NNS5MP0F0S2D2gA9LqTyQ,0,0,0,0,0,0,0
Nodes Of Ranvier:Glass Half Nothing,Nodes Of Ranvier,Glass Half Nothing,3gUH6KLO5RTHSBsNAsj4KW,0,0,0,0,0,0,0
Root!:Young Man's Blues Blues,Root!,Young Man's Blues Blues,1Xyf2Ku5oYqVayeR8HDKSb,0,0,0,0,0,0,0
Crown Of Thorns:He's A Fool,Crown Of Thorns,He's A Fool,1LZ2aHuP9bm4Yo6PGVTRoN,0,0,0,0,0,0,0
Pink Razors:Disapproval Rating,Pink Razors,Disapproval Rating,4Tj3WNgeTkAP0OjLGQhnoM,0,0,0,0,0,0,0
Sparks:Mickey Mouse,Sparks,Mickey Mouse,4bHcq3aMkUXc5ZxFoKCned,0,0,0,0,0,0,0
Oomph!:Always,Oomph!,Always,0OtI0d0tFQo85AdRixYHWu,0,0,0,0,0,0,0
Toots & The Maytals:Gonna Need Somebody,Toots & The Maytals,Gonna Need Somebody,6BFScdEIsf0Eb3GyjJ33NH,0,0,0,0,0,0,0
Johnny Horton:All Grown Up,Johnny Horton,All Grown Up,0GGMv2fUpikK1hRdRslPmf,0,0,0,0,0,0,0
The Beautiful Mistake:Narnian Analogy,The Beautiful Mistake,Narnian Analogy,0i2XzXFmQUN73rFcAxPkey,0,0,0,0,0,0,0
Scorpions:Someday Is Now,Scorpions,Someday Is Now,2mhEmzxo8GVUDxsGrtzIQs,0,0,0,0,0,0,0
Danzig:Warlok,Danzig,Warlok,7Em9B6T7iCKkrZHdocDfnk,0,0,0,0,0,0,0
Edward Maya:Universal Love,Edward Maya,Universal Love,2o6FNah0QrV6xv3eJvAUdY,0,0,0,0,0,0,0
Wolves At The Gate:Asleep,Wolves At The Gate,Asleep,0fJSyZUpuEPeeiZXW87G3X,0,0,0,0,0,0,0
Buck Owens:That's How I Measure My Love For You,Buck Owens,That's How I Measure My Love For You,2bQmo8ETdyo5MnwGDfUfZI,0,0,0,0,0,0,0
Bachman-Turner Overdrive:I Don't Have To Hide,Bachman-Turner Overdrive,I Don't Have To Hide,2TSI9ts5TR9xrfj8b8qiPU,0,0,0,0,0,0,0
Stan Bush:In The Name Of Love,Stan Bush,In The Name Of Love,6XLQr0K8fSHnl37vU1qmFp,0,0,0,0,0,0,0
Steel Warrior:Wicca,Steel Warrior,Wicca,4KDlzD9z8AhFAyybhM8e3M,0,0,0,0,0,0,0
Cledus T. Judd:Cledus Don't Stop Eatin' For Nuthin',Cledus T. Judd,Cledus Don't Stop Eatin' For Nuthin',3DZePdsL8CpoVtO6g1fzxs,0,0,0,0,0,0,0
"The Fratellis:Mon Yous, Mon Us, But No Them",The Fratellis,"Mon Yous, Mon Us, But No Them",0JcxA18LZv2S0uuTtc0G57,0,1,1,1,0,0,0
Akcent:Deep In Your Eyes,Akcent,Deep In Your Eyes,3ktv01TSuFQSxL3yA1oW4W,0,0,0,0,0,0,0
Tony Sly:On The Outside,Tony Sly,On The Outside,2001g13KNlseReAAtPZrOE,0,0,0,0,0,0,0
John Paul White:Call It Love,John Paul White,Call It Love,2m7q4kGUwDjQkiQ1R9sF0e,0,0,0,0,0,0,0
Spandau Ballet:Cross The Line,Spandau Ballet,Cross The Line,1GAB0ONepm4AgQeM3yg1mh,0,0,0,0,0,0,0
Kim-Lian:Teenage Superstar,Kim-Lian,Teenage Superstar,2zmKWfjTe0veyXdF5Rr36T,0,0,0,0,0,0,0
Mark Erelli:Lullaby 101,Mark Erelli,Lullaby 101,7wi8f1wg6HTqVBGWbUunKn,0,0,0,0,0,0,0
Poi Dog Pondering:Bury Me Deep,Poi Dog Pondering,Bury Me Deep,5bIx3EivXrQkmU4FKt4N32,0,1,0,0,0,1,0
Canadian Softball:Weebi Fm,Canadian Softball,Weebi Fm,1KV62gxWf7UKDv69ukmqWv,0,0,0,0,0,0,0
Circus Contraption:Lucifer And Luminista,Circus Contraption,Lucifer And Luminista,2sxGqhVTWoiZWhW4tQeVhD,0,0,0,0,0,0,0
Letter Kills:Carry You,Letter Kills,Carry You,5Zfp2bcFbtUA4e4KByvtZk,0,0,0,0,0,0,0
Woods:Moving To The Left,Woods,Moving To The Left,74NCGV3sWtLtub4p4b1BRe,0,0,0,0,0,0,0
Agnes:Release Me,Agnes,Release Me,6yLQCqy8EbY7eRTchMZqwz,0,0,0,0,0,0,0
Michael Bolton:White Christmas,Michael Bolton,White Christmas,3QmgCKiL2S6LIw34LdhU6K,0,0,0,0,0,0,0
Hungry Kids Of Hungary:Tell Me Twice,Hungry Kids Of Hungary,Tell Me Twice,1h8bJyNCI3iDCrzlsiF13o,0,0,0,0,0,0,0
Stereo Total:Patty Hearst,Stereo Total,Patty Hearst,1cwo1Q7DYJwp5DVKZs6ExA,0,0,0,0,0,0,0
Boyce Avenue:Breathe,Boyce Avenue,Breathe,2lj6aR3e0pwAUsSvAKWNyO,0,0,0,0,0,0,0
"Laura Mvula:Father, Father",Laura Mvula,"Father, Father",0mDb3QXMdTdUOVFMj9SAPH,0,0,0,0,0,0,0
Front 242:Terminal State,Front 242,Terminal State,5iLyz2n3GuIwJocy1ACDGy,0,0,0,0,0,0,0
Ex Deo:Hispania (The Siege Of Saguntum),Ex Deo,Hispania (The Siege Of Saguntum),5HcklyvbS8kHlB7AEtc0vj,0,1,0,0,0,1,0
Kashmir:Ruby Over Diamonds,Kashmir,Ruby Over Diamonds,2UfVdcMMJybgneob78wklr,0,0,0,0,0,0,0
Holly Golightly:Tell Me Now So I Know,Holly Golightly,Tell Me Now So I Know,6PrVvctb2f27bGf8bXR3rI,0,0,0,0,0,0,0
Holy Roman Empire:Hail Mary,Holy Roman Empire,Hail Mary,3JR5kRPrGtRP8L9sTB8aGt,0,0,0,0,0,0,0
Charlie:No Second Chance,Charlie,No Second Chance,3qqwjYwA7vSCPboL0ACClZ,0,0,0,0,0,0,0
JPNSGRLS:Tennis Shoes,JPNSGRLS,Tennis Shoes,6fIrvTXadFMANkYfvofuLw,0,0,0,0,0,0,0
Sonique:It Feels So Good,Sonique,It Feels So Good,6ukJXqRAorZSchjW4NawEf,0,0,0,0,0,0,0
Joe Cocker:Lucinda,Joe Cocker,Lucinda,1LdJyCR1piryHuPJ4cdDnq,0,0,0,0,0,0,0
Simple Minds:Thirty Frames A Second,Simple Minds,Thirty Frames A Second,0z8ZDX3JeMdkxoIXoe4BmV,0,0,0,0,0,0,0
Lionel Hampton:Prelude To A Kiss,Lionel Hampton,Prelude To A Kiss,4nDhRvnuhmMuNWtVV63xCr,0,0,0,0,0,0,0
Deaf Havana:Filthy Rotten Scoundrel,Deaf Havana,Filthy Rotten Scoundrel,09poWo7iRlWD5YNgdpBknp,0,0,0,0,0,0,0
Nina:The Reason Is You,Nina,The Reason Is You,5ok6puNeaz2448yxEOLyB1,0,0,0,0,0,0,0
Sing It Loud:Give It Up,Sing It Loud,Give It Up,2iUHFyvprME0kywoFT1UTV,0,0,0,0,0,0,0
Frank Zappa:Latex Solar Beef,Frank Zappa,Latex Solar Beef,4gK65G3J9j8bQ0XT13guc3,0,0,0,0,0,0,0
Dramarama:I Wish I Was Your Mother,Dramarama,I Wish I Was Your Mother,0eAbWlKmFNewpI3fg5AoQX,0,0,0,0,0,0,0
Iris:Saving Time,Iris,Saving Time,4zMOwgSChbS8TyCFNXcII3,0,0,0,0,0,0,0
Chris Murray:Moment,Chris Murray,Moment,4hFXrRDTskym2c1JkPcmwF,0,0,0,0,0,0,0
Aseidad:Angel Effluvium,Aseidad,Angel Effluvium,4qmywi7mdiwmdpjdUPB5W5,0,0,0,0,0,0,0
Seether:No Shelter,Seether,No Shelter,498ZYpR3TGJosRULDPQckn,0,0,0,0,0,0,0
She & Him:I Put A Spell On You,She & Him,I Put A Spell On You,4kRtEUnEWOH4O98j51Ffnp,0,0,0,0,0,0,0
Rufio:Over It,Rufio,Over It,4C8mxSwrm1LqoOkL1tk1ZC,0,0,0,0,0,0,0
Olivia Newton-John:Don't Cry For Me Argentina,Olivia Newton-John,Don't Cry For Me Argentina,2xfbsNzbixAETj2S7mqS71,0,0,0,0,0,0,0
Phish:The Squirming Coil,Phish,The Squirming Coil,3wGNOxXUzeqC00i6E8GwwL,0,0,0,0,0,0,0
Running Wild:White Masque,Running Wild,White Masque,7i6Y0IFLQgLYhLh4yOmFpe,0,0,0,0,0,0,0
LeAnn Rimes:I Believe In You,LeAnn Rimes,I Believe In You,055ULSj3SuIGchZwfyY76e,0,0,0,0,0,0,0
GhostXShip:Cold Water Army,GhostXShip,Cold Water Army,2DFqb0UjnVMe8IyYszKBQ8,0,1,0,1,0,0,0
Jewel:Jesus Loves You,Jewel,Jesus Loves You,5jvbG0k5Zz1CZcQRnjVSRx,0,0,0,0,0,0,0
The Handsome Family:Bowling Alley Bar,The Handsome Family,Bowling Alley Bar,1xMg4HjK12Nc4FwrU7Kr8Y,0,1,0,1,0,0,0
Avicii:True Believer,Avicii,True Believer,4zJ3S7wjKwPvLbWmeKhceh,0,0,0,0,0,0,0
Project Pitchfork:Terra Incognita,Project Pitchfork,Terra Incognita,23zzoD502ybnjatHMEjSbZ,0,0,0,0,0,0,0
Ruthie Foster:Tears Of Pain,Ruthie Foster,Tears Of Pain,4UZPV8srN3Fq4qIPdRKGQx,0,0,0,0,0,0,0
Chris Caffery:Worms,Chris Caffery,Worms,7pjIqjpFWqBHpoXIauoVOZ,0,0,0,0,0,0,0
Marc Gunn:Irish Rover,Marc Gunn,Irish Rover,7yX9aivRhVKoQ9yuzPJZyC,0,1,0,1,0,0,0
Babylon Whores:Lucibel (The Good Spirits Of Europe),Babylon Whores,Lucibel (The Good Spirits Of Europe),56YbtG880fiAtu45Ov9m19,0,1,0,0,0,1,0
Uniform Choice:Scream To Say,Uniform Choice,Scream To Say,7wikYOOhHq0vYuCPoT7JjM,0,1,1,0,0,0,0
Tears For Fears:Standing On The Corner Of The Third World,Tears For Fears,Standing On The Corner Of The Third World,38VADp163tE1UEZoKnqii0,0,0,0,0,0,0,0
Billy Joe Royal:Me Without You,Billy Joe Royal,Me Without You,6gBeqT3V33HNpKODx1sxWy,0,0,0,0,0,0,0
Dark Moor:The Night Of The Age,Dark Moor,The Night Of The Age,2r939Sdollr3FXoNAx53AM,0,0,0,0,0,0,0
